"feature.1","feature.2","correlation","p_value"
"Sales and Office Occupations","Less Than High School",-0.184248507176825,3.7800498625186e-25
"Median Age","HIV Prevalence Rate",-0.184019256202072,4.3351735191962e-25
"Republican Win 2012","Median Age",0.183661860879653,5.36566678062265e-25
"Republican Win 2012","Management, Professional, and Related Occupations",-0.183656634957424,5.38240738374593e-25
"Unemployment Rate","Uninsured Rate",0.183080268847662,7.58465224789631e-25
"Graduate Degree","Homicide Rate",-0.182899887609256,8.44215350531824e-25
"Asian American Population","Less Than High School",-0.182183618868693,1.29030563059404e-24
"Median Age","Sales and Office Occupations",-0.182074846946905,1.37595618826952e-24
"Service Occupations","Less Than High School",0.181731226349569,1.68525750253346e-24
"Production, Transportation, and Material moving Occupations","Winter Avg. Precipitation",0.180360697597062,3.76845510888063e-24
"Uninsured Rate","Adult Smoking Rate",0.180338453223163,3.8177982792793e-24
"Unemployment Rate","Graduate Degree",-0.180208142398833,4.11997594259735e-24
"Unemployment Rate","HIV Prevalence Rate",0.180063377970911,4.4834909212852e-24
"Republican Win 2012","Population Density",-0.180022266666665,4.59239398202857e-24
"Native American Population","Children Under 6 Living in Poverty",0.178981783898785,8.41395167132919e-24
"Construction, Extraction, Maintenance, and Repair Occupations","Preschool Enrollment Ratio",-0.178854292286978,9.05964429081062e-24
"Voting Participation Rate","Infant Mortality",-0.178756507443487,9.5879077119738e-24
"Population Density","Homogeneity Index",-0.177766816987581,1.69839541975024e-23
"Republican Win 2016","Service Occupations",-0.177764819933582,1.70035035363476e-23
"Service Occupations","Avg. No. of Mentally Unhealthy Day",0.177734238546645,1.73056643531916e-23
"Children Under 6 Living in Poverty","HIV Prevalence Rate",0.177664197811498,1.80178767134294e-23
"Voting Participation Rate","Construction, Extraction, Maintenance, and Repair Occupations",-0.177227717301221,2.31575803646499e-23
"Native American Population","Children in Single Parent Households Rate",0.176800604600362,2.95850512528507e-23
"Sales and Office Occupations","Diabetes Rate",-0.175253767129546,7.14649466531534e-23
"Other race(s) Population","Less Than High School",-0.175182412406614,7.44178004394542e-23
"School Enrollment","Infant Mortality",-0.174704141955378,9.75759794056381e-23
"Age Dependency Ratio","Preschool Enrollment Ratio",-0.174481412615185,1.10668804864937e-22
"Native American Population","Avg. No. of Physically Unhealthy Day",0.174467539325387,1.11539539228604e-22
"Asian American Population","Preschool Enrollment Ratio",0.174336112092304,1.2013201508001e-22
"Low Birth Weight Rate","Injury Death Rate",0.174047723205912,1.4134865113249e-22
"Adult Smoking Rate","Winter Avg. Temperature",0.173900232183256,1.53591938072919e-22
"Homogeneity Index","Service Occupations",-0.173762685552188,1.65952585237091e-22
"School Enrollment","Winter Avg. Temperature",-0.172645820107342,3.10394256635924e-22
"Adults 65 and Older Living in Poverty","Service Occupations",0.172374985116522,3.61060855836015e-22
"Median Earning","Preschool Enrollment Ratio",0.172290362899073,3.78508761014888e-22
"Population Density","Age Dependency Ratio",-0.171306355014512,6.54085213060689e-22
"Republican Win 2012","Voting Participation Rate",-0.170923006979713,8.08721461729875e-22
"Asian American Population","Avg. No. of Physically Unhealthy Day",-0.170826991107298,8.52804580348856e-22
"Service Occupations","Uninsured Rate",0.170682452767863,9.2368417012458e-22
"Population Density","Crime Rate",0.170100956484438,1.27266256843345e-21
"School Enrollment","Adult Obesity Rate",-0.169959742973453,1.37543595071323e-21
"Asian American Population","School Enrollment",0.169632713963074,1.64602165393253e-21
"Age Dependency Ratio","White not Latino Population",0.169436778226279,1.83269742574964e-21
"Republican Win 2012","Unemployment Rate",-0.169344580039643,1.92763664181139e-21
"Preschool Enrollment Ratio","Uninsured Rate",-0.169040621814605,2.27641054738847e-21
"Homogeneity Index","Avg. No. of Mentally Unhealthy Day",-0.168525069525035,3.01610483492381e-21
"Latino Population","Crime Rate",0.168135856757985,3.72770018378694e-21
"Voting Power","Latino Population",0.167676989602899,4.78206935763755e-21
"Management, Professional, and Related Occupations","Preschool Enrollment Ratio",0.167563746860097,5.08469571399013e-21
"White not Latino Population","Winter Avg. Precipitation",-0.167190453483409,6.22270167121827e-21
"Gini Coefficient","Graduate Degree",0.166969261751055,7.01225266766474e-21
"Republican Win 2012","Production, Transportation, and Material moving Occupations",0.166519085221428,8.9376401772521e-21
"Production, Transportation, and Material moving Occupations","Children in Single Parent Households Rate",0.166324775360121,9.92226353626075e-21
"Unemployment Rate","School Enrollment",-0.166308236372643,1.00108622689439e-20
"Uninsured Rate","Sexually Transmitted Infections Rate",0.166280045182936,1.01636873194147e-20
"Production, Transportation, and Material moving Occupations","School Enrollment",-0.166080800443444,1.13115471727986e-20
"Median Age","Avg. No. of Physically Unhealthy Day",-0.166040331900424,1.15598878643428e-20
"Sex Ratio","Graduate Degree",-0.165734023475516,1.36227517205087e-20
"Republican Win 2016","Other race(s) Population",-0.165632045430924,1.43871901020905e-20
"Voting Power","Diabetes Rate",-0.165565703447263,1.49071012045261e-20
"Native American Population","Service Occupations",0.164853526250654,2.18018770963279e-20
"Population Density","Adult Obesity Rate",-0.164455135199183,2.69482263234416e-20
"Asian American Population","Poverty Rate",-0.164157493830709,3.1560302059315e-20
"Service Occupations","Adult Smoking Rate",0.163822632186797,3.76858684263661e-20
"Republican Win 2016","Unemployment Rate",-0.163451513105312,4.58529682194095e-20
"Preschool Enrollment Ratio","HIV Prevalence Rate",0.163424344249106,4.65153319049007e-20
"Construction, Extraction, Maintenance, and Repair Occupations","Diabetes Rate",0.163215666590334,5.1927984159726e-20
"Median Age","Children in Single Parent Households Rate",-0.162806180164806,6.44208282865808e-20
"Graduate Degree","HIV Prevalence Rate",0.160457066747779,2.19504058299581e-19
"Construction, Extraction, Maintenance, and Repair Occupations","Sexually Transmitted Infections Rate",-0.160325529478894,2.34973717105307e-19
"Homogeneity Index","Adults 65 and Older Living in Poverty",-0.160086696723655,2.65863105826162e-19
"Age Dependency Ratio","Children in Single Parent Households Rate",-0.159293974359342,4.00040326392024e-19
"Service Occupations","Homicide Rate",0.159074377485803,4.47815248252201e-19
"Asian American Population","Farming, Fishing, and Forestry Occupations",-0.158861808299654,4.99412984228853e-19
"Farming, Fishing, and Forestry Occupations","Diabetes Rate",0.158787244944744,5.18868508661958e-19
"Sex Ratio","At Least Bachelor Degree",-0.15876653311063,5.24404316343047e-19
"Population Density","White not Latino Population",-0.158232112740774,6.89248249396536e-19
"School Enrollment","Children in Single Parent Households Rate",-0.158078530030005,7.45443174731047e-19
"Republican Win 2016","Poverty Rate",-0.157973504790032,7.86451546747453e-19
"Sex Ratio","Farming, Fishing, and Forestry Occupations",0.157769783125096,8.724490655722e-19
"Asian American Population","Uninsured Rate",-0.157139539023881,1.20167531374604e-18
"African American Population","Management, Professional, and Related Occupations",-0.157025284561681,1.27330742802819e-18
"Native American Population","Homogeneity Index",-0.156812668065077,1.41800526114008e-18
"Median Age","Native American Population",-0.156028396601897,2.10640218406756e-18
"Asian American Population","Crime Rate",0.155889672675701,2.2586502608187e-18
"Age Dependency Ratio","Low Birth Weight Rate",-0.155869585057388,2.28157809013654e-18
"Preschool Enrollment Ratio","Injury Death Rate",-0.155754537531605,2.41738628764469e-18
"Unemployment Rate","Injury Death Rate",0.155593330096569,2.62119811082587e-18
"Median Age","Adult Smoking Rate",-0.155411136573202,2.87200428146346e-18
"Population Density","Construction, Extraction, Maintenance, and Repair Occupations",-0.155153829352593,3.26700940189459e-18
"Homogeneity Index","Graduate Degree",-0.154903474099592,3.70264812330882e-18
"Asian American Population","Latino Population",0.154614885283153,4.27626874998216e-18
"Adults 65 and Older Living in Poverty","HIV Prevalence Rate",0.154602402888183,4.30296581847388e-18
"Voting Participation Rate","Gini Coefficient",-0.154361586164895,4.85143244134078e-18
"Service Occupations","Low Birth Weight Rate",0.154325309355759,4.93982405944871e-18
"HIV Prevalence Rate","Teen Birth Rate",0.153782664272574,6.46819381560304e-18
"Latino Population","Service Occupations",0.153592317735974,7.10802421712571e-18
"Farming, Fishing, and Forestry Occupations","Teen Birth Rate",0.152974312023457,9.6470997592685e-18
"Homogeneity Index","Preschool Enrollment Ratio",-0.152930007481638,9.86018881358454e-18
"African American Population","Service Occupations",0.152545495790028,1.19156031530844e-17
"White not Latino Population","Other race(s) Population",-0.152449747263662,1.2489921231268e-17
"Voting Power","Infant Mortality",-0.152117619939511,1.47018493756628e-17
"Median Earning","Sexually Transmitted Infections Rate",-0.151994270981603,1.5618193846448e-17
"Other race(s) Population","Sales and Office Occupations",0.151962124419704,1.58661179053896e-17
"Age Dependency Ratio","Teen Birth Rate",0.150885874980388,2.6829549200254e-17
"Population Density","Injury Death Rate",-0.150559137154785,3.14447159352799e-17
"White not Latino Population","Preschool Enrollment Ratio",-0.15022245802163,3.70185965321621e-17
"Sales and Office Occupations","Preschool Enrollment Ratio",0.149144176281668,6.22750655003298e-17
"Farming, Fishing, and Forestry Occupations","Crime Rate",-0.148697238979053,7.71719109558374e-17
"Other race(s) Population","Adults 65 and Older Living in Poverty",-0.148605623842009,8.06338472656607e-17
"School Enrollment","Low Birth Weight Rate",-0.148448345232114,8.69375089951583e-17
"Voting Participation Rate","Low Birth Weight Rate",-0.147581536958759,1.31443249877719e-16
"Median Age","Less Than High School",-0.14742784274478,1.41403259327287e-16
"Voting Power","Sexually Transmitted Infections Rate",0.147209038070506,1.56877550832454e-16
"Other race(s) Population","Adult Obesity Rate",-0.147138583480069,1.62206720792415e-16
"Age Dependency Ratio","Construction, Extraction, Maintenance, and Repair Occupations",0.147037041265366,1.70202544312882e-16
"Farming, Fishing, and Forestry Occupations","Preschool Enrollment Ratio",-0.147006188919289,1.72708018006909e-16
"School Enrollment","Homicide Rate",-0.146959599091551,1.76560540950766e-16
"Adults 65 and Older Living in Poverty","Farming, Fishing, and Forestry Occupations",0.146830443003131,1.87688788227969e-16
"African American Population","Uninsured Rate",0.146496388686273,2.19778156133716e-16
"Native American Population","Winter Avg. Precipitation",-0.146313379348795,2.39590631685553e-16
"Adults 65 and Older Living in Poverty","Construction, Extraction, Maintenance, and Repair Occupations",0.146288370879382,2.42431223472622e-16
"Age Dependency Ratio","Avg. No. of Mentally Unhealthy Day",-0.146166565610378,2.56747892987362e-16
"Sales and Office Occupations","Winter Avg. Temperature",0.145977166578133,2.80679929484954e-16
"Voting Power","Gini Coefficient",0.145521169673482,3.47685992325138e-16
"At Least Bachelor Degree","Winter Avg. Temperature",-0.145361606057158,3.74672487515911e-16
"Adults 65 and Older Living in Poverty","Crime Rate",0.145302055157615,3.85264232716717e-16
"Native American Population","Adults 65 and Older Living in Poverty",0.144831378776446,4.80033560708158e-16
"Voting Power","Teen Birth Rate",-0.143874562638139,7.48973762946568e-16
"Population Density","Gini Coefficient",0.143496397763705,8.92207182830771e-16
"Republican Win 2012","Adult Obesity Rate",0.141345857551106,2.39224691884085e-15
"Republican Win 2012","Latino Population",-0.141167913543775,2.59391344901927e-15
"Republican Win 2012","Uninsured Rate",0.141004703955805,2.79354135603705e-15
"Homogeneity Index","Injury Death Rate",0.140974584760372,2.83199973075845e-15
"Other race(s) Population","Management, Professional, and Related Occupations",0.140692843808023,3.21793546786961e-15
"Voting Participation Rate","Sexually Transmitted Infections Rate",-0.140647188223114,3.2851701544855e-15
"Native American Population","Diabetes Rate",0.140428687189072,3.62657500542626e-15
"Republican Win 2012","Low Birth Weight Rate",-0.140254036633991,3.92436762543217e-15
"Service Occupations","At Least Bachelor Degree",-0.139657525283812,5.13455701098862e-15
"Construction, Extraction, Maintenance, and Repair Occupations","Infant Mortality",0.139334843489725,5.93526847219388e-15
"Production, Transportation, and Material moving Occupations","Low Birth Weight Rate",0.139103363487965,6.58413684246791e-15
"Age Dependency Ratio","Other race(s) Population",-0.138911873579787,7.17325036493873e-15
"Republican Win 2016","Median Earning",-0.138787365928543,7.58380248085441e-15
"White not Latino Population","Production, Transportation, and Material moving Occupations",0.138721893818177,7.80887610135295e-15
"Latino Population","Poverty Rate",0.138007181834349,1.07361592330388e-14
"HIV Prevalence Rate","Avg. No. of Mentally Unhealthy Day",0.137950440559107,1.10101860221514e-14
"Poverty Rate","Sales and Office Occupations",-0.13793555352202,1.10832134971311e-14
"Population Density","Sexually Transmitted Infections Rate",0.137833722595717,1.15956728101576e-14
"Asian American Population","Avg. No. of Mentally Unhealthy Day",-0.137510520134828,1.33814732780086e-14
"Preschool Enrollment Ratio","Low Birth Weight Rate",0.137385359173819,1.41434258800753e-14
"Less Than High School","Preschool Enrollment Ratio",-0.137331059040069,1.44871170161094e-14
"Uninsured Rate","Crime Rate",0.137113273801363,1.59500460902653e-14
"Other race(s) Population","Median Earning",0.136753135376826,1.86940989372736e-14
"Sales and Office Occupations","Teen Birth Rate",-0.136604393996051,1.99583846519754e-14
"Preschool Enrollment Ratio","Sexually Transmitted Infections Rate",0.135844357427341,2.78524995103564e-14
"Median Age","Other race(s) Population",-0.13550108726602,3.2357070028443e-14
"HIV Prevalence Rate","Injury Death Rate",-0.135476870296302,3.27006175699362e-14
"Age Dependency Ratio","Management, Professional, and Related Occupations",-0.134384685641585,5.25487914963632e-14
"Construction, Extraction, Maintenance, and Repair Occupations","Avg. No. of Mentally Unhealthy Day",0.134341646473882,5.35360643475688e-14
"Sex Ratio","Winter Avg. Precipitation",-0.134288144386137,5.4788788048895e-14
"Service Occupations","Life Expectancy",-0.1333327247094,8.26798793966628e-14
"Age Dependency Ratio","Native American Population",0.133053647585646,9.3187736582198e-14
"Median Age","Construction, Extraction, Maintenance, and Repair Occupations",0.132854987436637,1.01456307815127e-13
"Sex Ratio","Construction, Extraction, Maintenance, and Repair Occupations",0.132816673077561,1.03131962281303e-13
"HIV Prevalence Rate","Avg. No. of Physically Unhealthy Day",0.132371451533076,1.24712913737682e-13
"Child Poverty","Sales and Office Occupations",-0.131911621113664,1.51651179345267e-13
"White not Latino Population","School Enrollment",0.131146791601878,2.09633382230296e-13
"Sex Ratio","Sexually Transmitted Infections Rate",-0.130593642361306,2.64635180604628e-13
"Voting Power","Adults 65 and Older Living in Poverty",-0.130578822997506,2.66288608832743e-13
"Construction, Extraction, Maintenance, and Repair Occupations","Adult Smoking Rate",0.130272735994474,3.02799151507881e-13
"Graduate Degree","Low Birth Weight Rate",-0.130097480020977,3.25871402134815e-13
"Voting Power","Preschool Enrollment Ratio",0.130005595374556,3.38648759873481e-13
"Republican Win 2012","Homicide Rate",-0.129970849642086,3.43607524143297e-13
"Republican Win 2012","Poverty Rate",-0.129746312932769,3.77415316878535e-13
"Republican Win 2012","Other race(s) Population",-0.129682116499283,3.87667339460049e-13
"Other race(s) Population","Crime Rate",0.129323435044048,4.50181005406639e-13
"Republican Win 2016","Voting Participation Rate",-0.129317978290598,4.51204635235965e-13
"Homogeneity Index","Sales and Office Occupations",-0.129086181057278,4.9686203325488e-13
"Other race(s) Population","Farming, Fishing, and Forestry Occupations",-0.128610278441115,6.05268604301668e-13
"Republican Win 2012","Farming, Fishing, and Forestry Occupations",0.126964513275399,1.19103272753399e-12
"Preschool Enrollment Ratio","Winter Avg. Precipitation",0.126698768463122,1.32751240750535e-12
"Latino Population","Life Expectancy",0.126680293456968,1.33755126407047e-12
"Age Dependency Ratio","Adult Smoking Rate",-0.126547881840512,1.41171190931398e-12
"Gini Coefficient","Preschool Enrollment Ratio",0.126419381459522,1.48753136338653e-12
"Native American Population","Uninsured Rate",0.126371018761551,1.51708931393565e-12
"Preschool Enrollment Ratio","Children in Single Parent Households Rate",0.126353491018164,1.52794335732244e-12
"Homogeneity Index","At Least Bachelor Degree",-0.126187807151533,1.63437825424391e-12
"Production, Transportation, and Material moving Occupations","HIV Prevalence Rate",-0.126062133406353,1.71992742020973e-12
"Republican Win 2012","School Enrollment",-0.125407154987956,2.24199038322743e-12
"Republican Win 2016","Sales and Office Occupations",-0.1253278946542,2.31485947745178e-12
"Voting Power","Less Than High School",-0.12505264121824,2.58640629545492e-12
"Poverty Rate","Farming, Fishing, and Forestry Occupations",0.124754490454632,2.91579718824889e-12
"Latino Population","Avg. No. of Mentally Unhealthy Day",-0.124743551831037,2.92863314668582e-12
"Population Density","Production, Transportation, and Material moving Occupations",-0.124738926237374,2.93407770980331e-12
"Republican Win 2016","Winter Avg. Precipitation",-0.124439598881938,3.30831531844088e-12
"Median Age","Gini Coefficient",-0.124036747156677,3.88666449934715e-12
"Adult Obesity Rate","Crime Rate",0.123910036573167,4.08825955246009e-12
"Homogeneity Index","School Enrollment",0.123893305661441,4.11563248343023e-12
"Preschool Enrollment Ratio","Crime Rate",0.123090781305668,5.66230777296934e-12
"Voting Participation Rate","Homicide Rate",-0.122969795839356,5.94024363546569e-12
"Production, Transportation, and Material moving Occupations","Preschool Enrollment Ratio",-0.121745164671965,9.62302134273245e-12
"Native American Population","Avg. No. of Mentally Unhealthy Day",0.121319658625577,1.13663132292206e-11
"Graduate Degree","Children in Single Parent Households Rate",-0.121260228415816,1.16331923615724e-11
"Child Poverty","Farming, Fishing, and Forestry Occupations",0.121028655437912,1.27328829839989e-11
"Native American Population","Production, Transportation, and Material moving Occupations",-0.121008380682067,1.28338719719466e-11
"Latino Population","Child Poverty",0.12071479591381,1.43871649910088e-11
"Sex Ratio","Gini Coefficient",-0.120411024489249,1.61878360378144e-11
"Gini Coefficient","Production, Transportation, and Material moving Occupations",-0.120162012686458,1.78268700043699e-11
"Republican Win 2016","School Enrollment",-0.120127471794969,1.80666841107923e-11
"Voting Participation Rate","Other race(s) Population",-0.119930643241752,1.94947161590734e-11
"Construction, Extraction, Maintenance, and Repair Occupations","Adult Obesity Rate",0.119738696904827,2.09934729795139e-11
"Other race(s) Population","Diabetes Rate",-0.118912857357532,2.88338049282094e-11
"Native American Population","Winter Avg. Temperature",-0.118678846889176,3.15342672440511e-11
"Sex Ratio","Latino Population",0.117928171954789,4.19756020196738e-11
"Voting Participation Rate","Native American Population",-0.117448943337945,5.03371022672239e-11
"Age Dependency Ratio","Gini Coefficient",-0.117352476259099,5.22072061829947e-11
"Farming, Fishing, and Forestry Occupations","Avg. No. of Mentally Unhealthy Day",-0.117221840807816,5.48483436296814e-11
"Latino Population","Injury Death Rate",-0.117173899900847,5.58499991449551e-11
"Gini Coefficient","Injury Death Rate",0.117020719842402,5.91718271524087e-11
"Voting Power","School Enrollment",0.116934772031806,6.1119469790763e-11
"Voting Power","Children Under 6 Living in Poverty",-0.116927951224253,6.12766912521112e-11
"Construction, Extraction, Maintenance, and Repair Occupations","HIV Prevalence Rate",-0.116917792941076,6.15115755900454e-11
"Latino Population","Gini Coefficient",0.116876797367444,6.24684697828082e-11
"Farming, Fishing, and Forestry Occupations","School Enrollment",-0.116168878615278,8.14820021942224e-11
"Sex Ratio","Avg. No. of Mentally Unhealthy Day",-0.116084355873941,8.40996064147514e-11
"Children in Single Parent Households Rate","Injury Death Rate",0.116082687202556,8.41521023997596e-11
"Voting Power","Winter Avg. Temperature",0.115646286334161,9.90395763741906e-11
"Sales and Office Occupations","School Enrollment",0.115407956347081,1.08226379494084e-10
"Service Occupations","Winter Avg. Temperature",0.11524583314099,1.14946174386705e-10
"Latino Population","Sexually Transmitted Infections Rate",0.115236032205472,1.15365223903468e-10
"Native American Population","Median Earning",-0.114994635062334,1.26170625435797e-10
"Sex Ratio","Median Earning",-0.11475480591002,1.37882657593302e-10
"White not Latino Population","Adult Smoking Rate",-0.114479113823833,1.52660996933214e-10
"Voting Power","Poverty Rate",-0.114073471772688,1.77255333192248e-10
"African American Population","Production, Transportation, and Material moving Occupations",0.113930865769238,1.86789070379337e-10
"Preschool Enrollment Ratio","Teen Birth Rate",-0.113850369022847,1.92389788156184e-10
"Other race(s) Population","Sexually Transmitted Infections Rate",0.113517622377468,2.17332552834232e-10
"Republican Win 2012","Median Earning",-0.113252416296358,2.39448633143204e-10
"Republican Win 2012","Life Expectancy",-0.112514670557206,3.13171988794393e-10
"Construction, Extraction, Maintenance, and Repair Occupations","Low Birth Weight Rate",0.1120728121826,3.67487791604326e-10
"Sales and Office Occupations","Adult Obesity Rate",-0.111724893629704,4.16626763148844e-10
"Voting Power","Sex Ratio",-0.111486763866579,4.53896087539886e-10
"Native American Population","Adult Obesity Rate",0.111237408998708,4.96405284777483e-10
"Population Density","Median Age",-0.110758812493317,5.8914407354165e-10
"Other race(s) Population","Infant Mortality",-0.110679341704455,6.0609787245949e-10
"Republican Win 2012","Sales and Office Occupations",-0.110636342934991,6.15468363415635e-10
"Production, Transportation, and Material moving Occupations","Homicide Rate",0.110478639067619,6.51060625622863e-10
"Uninsured Rate","HIV Prevalence Rate",0.11017067623217,7.26443809736812e-10
"Republican Win 2016","Child Poverty",-0.109286845861638,9.9319377864389e-10
"Republican Win 2016","Farming, Fishing, and Forestry Occupations",0.109076824944858,1.0694341393126e-09
"Sex Ratio","Crime Rate",-0.108558707968661,1.28273108640874e-09
"At Least Bachelor Degree","HIV Prevalence Rate",0.108467457411279,1.32436539388208e-09
"Native American Population","Sales and Office Occupations",-0.108368941826567,1.3707924643293e-09
"Child Poverty","Construction, Extraction, Maintenance, and Repair Occupations",0.107161159186345,2.08616533856859e-09
"Other race(s) Population","Service Occupations",0.107056461229221,2.16303966929438e-09
"Sex Ratio","Less Than High School",0.106948387707708,2.2452838224582e-09
"Median Age","Child Poverty",-0.106778047069762,2.38113089734756e-09
"Uninsured Rate","Winter Avg. Precipitation",0.10677278440648,2.38545282580534e-09
"Asian American Population","Winter Avg. Precipitation",0.106771471167872,2.3865325046763e-09
"Population Density","Preschool Enrollment Ratio",0.10654260027657,2.58214795881623e-09
"Latino Population","Adults 65 and Older Living in Poverty",0.106453208788632,2.66271572898201e-09
"Asian American Population","Homicide Rate",-0.106438018568623,2.67664762388336e-09
"Median Earning","Construction, Extraction, Maintenance, and Repair Occupations",-0.106386894495922,2.72405991721897e-09
"African American Population","Latino Population",-0.106213503139193,2.89102904531389e-09
"Children Under 6 Living in Poverty","Sales and Office Occupations",-0.105558854515639,3.61599246941271e-09
"Median Age","Farming, Fishing, and Forestry Occupations",0.105370425852069,3.85557684086161e-09
"Voting Participation Rate","Preschool Enrollment Ratio",0.104955698557777,4.43856238896594e-09
"Age Dependency Ratio","Winter Avg. Temperature",-0.104618899327266,4.97430296789504e-09
"Republican Win 2016","Winter Avg. Temperature",-0.104172473774411,5.78219744260072e-09
"Farming, Fishing, and Forestry Occupations","Children in Single Parent Households Rate",-0.103598035244065,7.01127514928858e-09
"Voting Power","Child Poverty",-0.103518722394981,7.19977297036425e-09
"Latino Population","School Enrollment",-0.102582533690143,9.8327077452456e-09
"Other race(s) Population","Winter Avg. Precipitation",0.102560898050782,9.90346429382001e-09
"Median Age","Avg. No. of Mentally Unhealthy Day",-0.10247810719536,1.0178817451624e-08
"Preschool Enrollment Ratio","Adult Obesity Rate",-0.10178793787262,1.278268505793e-08
"Gini Coefficient","Construction, Extraction, Maintenance, and Repair Occupations",-0.10144318632818,1.43151084192693e-08
"Voting Power","Avg. No. of Physically Unhealthy Day",-0.101196513464011,1.55195495018806e-08
"Service Occupations","Injury Death Rate",0.100501554972931,1.94661464700134e-08
"Other race(s) Population","Low Birth Weight Rate",-0.100334965437049,2.05480471849954e-08
"Voting Participation Rate","Injury Death Rate",-0.100102706531499,2.2154314964296e-08
"Asian American Population","Winter Avg. Temperature",0.100072640763047,2.23709483804776e-08
"Native American Population","Homicide Rate",0.100060400617554,2.24597299602533e-08
"White not Latino Population","Adult Obesity Rate",-0.0998376540415816,2.41363811836525e-08
"Latino Population","Diabetes Rate",0.0998211669914975,2.42651971248355e-08
"Republican Win 2012","Child Poverty",-0.0983013573642494,3.94910091146122e-08
"Age Dependency Ratio","Production, Transportation, and Material moving Occupations",0.0982285989096775,4.04152984494379e-08
"Age Dependency Ratio","Adult Obesity Rate",0.0977398215829092,4.7190861201752e-08
"Sales and Office Occupations","Sexually Transmitted Infections Rate",0.0970666668352023,5.83489889549821e-08
"Population Density","Farming, Fishing, and Forestry Occupations",-0.0969322343555205,6.08650459667248e-08
"Construction, Extraction, Maintenance, and Repair Occupations","Homicide Rate",0.0965293757998229,6.90503519991345e-08
"Population Density","Life Expectancy",0.0953063151437447,1.00969223444057e-07
"Age Dependency Ratio","Unemployment Rate",-0.0948394665045264,1.16586322481462e-07
"Median Age","Low Birth Weight Rate",-0.0947985004383092,1.18063145293634e-07
"White not Latino Population","Injury Death Rate",0.094708695415248,1.21364183115074e-07
"White not Latino Population","Farming, Fishing, and Forestry Occupations",-0.0942044954431658,1.41621073506056e-07
"At Least Bachelor Degree","Winter Avg. Precipitation",-0.0937780538565672,1.61272240679318e-07
"Median Age","Life Expectancy",0.0937553104716143,1.62391173262678e-07
"Median Age","Homicide Rate",-0.0935233937642208,1.74237877785439e-07
"Latino Population","Construction, Extraction, Maintenance, and Repair Occupations",0.0934954062171661,1.75722783389581e-07
"African American Population","Native American Population",-0.0933547235844858,1.83373982856602e-07
"School Enrollment","Crime Rate",-0.0922704507095446,2.54157715370942e-07
"Children Under 6 Living in Poverty","Construction, Extraction, Maintenance, and Repair Occupations",0.0921829246076375,2.60902479068263e-07
"African American Population","Sales and Office Occupations",0.0921751460698859,2.61510185185921e-07
"Republican Win 2012","Native American Population",-0.0918589867389888,2.87400662350586e-07
"Uninsured Rate","Adult Obesity Rate",0.0914368761033712,3.25849797411102e-07
"African American Population","Injury Death Rate",-0.0909580834988476,3.75474304573203e-07
"African American Population","At Least Bachelor Degree",-0.0901898698752255,4.70667739756795e-07
"Latino Population","HIV Prevalence Rate",0.090059636834139,4.88959017003607e-07
"School Enrollment","HIV Prevalence Rate",-0.0899680812542693,5.02226214612369e-07
"African American Population","Construction, Extraction, Maintenance, and Repair Occupations",-0.089631802072245,5.53997953938896e-07
"Asian American Population","Sexually Transmitted Infections Rate",0.0895669337845247,5.64559839842243e-07
"Gini Coefficient","At Least Bachelor Degree",0.0889463213692453,6.75918548844006e-07
"Median Earning","HIV Prevalence Rate",0.0885785385980234,7.51595710296232e-07
"Republican Win 2016","Life Expectancy",-0.0878041062783737,9.38520272410166e-07
"Population Density","African American Population",0.087471086698753,1.03199249479292e-06
"Sex Ratio","Diabetes Rate",-0.0871710670135897,1.12381995214546e-06
"Farming, Fishing, and Forestry Occupations","Production, Transportation, and Material moving Occupations",-0.087171037088985,1.12382949166001e-06
"Production, Transportation, and Material moving Occupations","Injury Death Rate",0.0867669477735886,1.26000467812046e-06
"Graduate Degree","Crime Rate",0.0859998151032776,1.56340291383476e-06
"Poverty Rate","Construction, Extraction, Maintenance, and Repair Occupations",0.0857538694465909,1.67473083401315e-06
"Unemployment Rate","Farming, Fishing, and Forestry Occupations",-0.0852626011413821,1.92033183322106e-06
"Management, Professional, and Related Occupations","Crime Rate",-0.0852376699708885,1.93367625127851e-06
"Unemployment Rate","Construction, Extraction, Maintenance, and Repair Occupations",0.0849894225435192,2.07150054654415e-06
"Sales and Office Occupations","Children in Single Parent Households Rate",0.0846195353141413,2.29448712527901e-06
"Homogeneity Index","Median Earning",-0.084505929711664,2.36747871406305e-06
"Population Density","Latino Population",0.0842520716606469,2.53872123267528e-06
"Latino Population","Children Under 6 Living in Poverty",0.0841455416179037,2.61406776580988e-06
"Sex Ratio","Uninsured Rate",0.0840605104468964,2.67574348720186e-06
"Republican Win 2016","Sex Ratio",0.0826945619081961,3.87988413496472e-06
"African American Population","Farming, Fishing, and Forestry Occupations",-0.0824924081867536,4.09723493990656e-06
"Sales and Office Occupations","Infant Mortality",-0.0824378887473329,4.15782095657631e-06
"Sex Ratio","Management, Professional, and Related Occupations",-0.0823807567934906,4.22223058310945e-06
"School Enrollment","Winter Avg. Precipitation",-0.0820090862177042,4.66517402262057e-06
"Asian American Population","Low Birth Weight Rate",-0.0818685323753375,4.84400477356595e-06
"Children Under 6 Living in Poverty","Farming, Fishing, and Forestry Occupations",0.0818252811530952,4.90034237598124e-06
